Date,cost,rate,gal,miles,perMile,mileage,comment
2005-04-05,21.16,2.259,9.365,292.5462428,0.07,31.2,est
2005-04-06,27,2.329,11.595,369.6,0.07,31.9,
2005-04-13,18.18,2.189,8.307,254.2,0.07,30.6,
2005-04-19,28.47,2.319,12.277,358.3,0.08,29.2,
2005-04-23,16.95,2.359,7.185,184.8,0.09,25.7,
2005-04-23,26.66,2.149,12.405,379.4,0.07,30.6,
2005-04-26,27.33,2.279,11.992,381.2,0.07,31.8,
2005-05-06,31.64,2.539,12.463,356.9,0.09,28.6,
2005-05-08,15.21,2.059,7.388,242,0.06,32.8,
2005-05-16,29.47,2.299,12.82,387.5,0.08,30.2,
2005-05-23,21.42,2.199,9.742,305.1,0.07,31.3,
2005-06-06,26.48,2.259,11.721,351.1,0.08,30,
2005-07-06,26.17,2.319,11.283,352.8,0.07,31.3,
2005-07-11,29.21,2.499,11.689,390.1,0.07,33.4,
2005-08-17,31.32,2.799,11.19,330.4,0.09,29.5,
2005-08-28,26.15,2.799,9.343,305.1,0.09,32.7,
2005-08-28,16.02,2.669,6.004,206.2,0.08,34.3,
2005-09-06,37.54,3.099,12.114,379.6,0.1,31.3,
2005-09-13,33.17,2.999,11.062,342.9,0.1,31,
2005-09-21,32.75,2.819,11.618,354.9,0.09,30.5,
2005-09-23,12.19,2.789,4.732,122.3,0.1,25.8,
2005-10-03,34.48,2.959,11.652,352.9,0.1,30.3,
2005-10-19,34.89,2.939,11.87,343.2231561,0.1,28.9,est
2005-10-28,27.2,2.599,10.467,288.3,0.09,27.5,
2005-11-03,27.09,2.539,10.67,321.7,0.08,30.1,
2005-11-11,27.97,2.399,11.659,367.4,0.08,31.5,
2005-11-17,28.62,2.359,12.131,368.4,0.08,30.4,
2005-11-23,25.46,2.199,11.578,331.1,0.08,28.6,
2005-11-27,11.27,1.999,5.64,168,0.07,29.8,
2005-12-03,26.19,2.169,12.076,376.5,0.07,31.2,
2005-12-06,25.6,2.199,11.642,334.5,0.08,28.7,
2005-12-13,25.26,2.169,11.648,289.6,0.09,24.9,
2005-12-19,27.97,2.339,11.957,326.9,0.09,27.3,
2005-12-21,15,2.259,6.638,181.5,0.08,27.3,
2005-12-21,14.16,2.178,6.497,201.1,0.07,31,
2005-12-21,29.31,2.349,12.479,379.2,0.08,30.4,
2005-12-25,28.85,2.379,12.128,370.1,0.08,30.5,
2005-12-30,21.15,2.359,8.967,259,0.08,28.9,
2005-12-30,27.59,2.259,12.213,364.7,0.08,29.9,
2005-12-30,23.93,2.299,10.409,322.4,0.07,31,
2006-01-09,32.26,2.559,12.606,399.8,0.08,31.7,
2006-01-16,28.14,2.359,11.929,357.6,0.08,30,
2006-01-21,28.15,2.399,11.732,326.8,0.09,27.9,
2006-01-27,25.29,2.309,10.954,330.1,0.08,30.1,
2006-02-02,26.78,2.379,11.255,321.9,0.08,28.6,
2006-02-06,26.13,2.319,11.268,302.4,0.09,26.8,
2006-02-12,26,2.199,11.824,327.8,0.08,27.7,
2006-02-17,17.26,2.199,7.848,220.3,0.08,28.1,
2006-02-21,29.06,2.279,12.75,342.3,0.08,26.8,
2006-02-28,26.03,2.359,11.034,310.4,0.08,28.1,
2006-03-07,27.86,2.499,11.15,327.4,0.09,29.4,
2006-03-14,29.8,2.579,11.556,320.1,0.09,27.7,
2006-03-19,24.7,2.559,9.653,288.6,0.09,29.9,
2006-03-24,27.01,2.499,10.81,307.7,0.09,28.5,
2006-04-06,31.2,2.759,11.31,341.7,0.09,30.2,
2006-04-11,31.32,2.789,11.231,356.3,0.09,31.7,
2006-04-28,29.48,2.989,9.864,303.1,0.1,30.7,
2006-05-05,32.32,2.939,10.997,339.9,0.1,30.9,
2006-05-11,31.26,2.919,10.709,340.3,0.09,31.8,
2006-06-01,29.61,2.949,10.039,301.9,0.1,30.1,
2006-06-09,36.54,2.959,12.349,350.6,0.1,28.4,
2006-06-20,36.72,2.999,12.245,367,0.1,30,
2006-08-21,38.02,3.129,12.15,385,0.1,31.7,
2006-08-30,37.74,3.099,12.178,367.7,0.1,30.2,
2006-09-02,19.6,2.769,7.078,218.3,0.09,30.8,
2006-09-14,35.17,2.849,12.346,338.5,0.1,27.4,
2006-09-21,32.81,2.549,12.87,377.9,0.09,29.4,
2006-09-25,21.62,2.299,9.402,283.6,0.08,30.2,
2006-10-03,29.07,2.459,11.822,347.7,0.08,29.4,
2006-10-09,24.49,2.339,10.472,316.8,0.08,30.3,
2006-10-26,28.94,2.279,12.697,358.3,0.08,28.2,
2006-10-30,25.19,2.279,11.051,349.7,0.07,31.6,
2006-11-05,25.31,2.279,11.107,330.2,0.08,29.7,
2006-11-14,27.06,2.279,11.874,364.5,0.07,30.7,
2006-11-19,25.07,2.199,11.399,351.6,0.07,30.8,
2006-11-25,27.75,2.259,12.285,384.1,0.07,31.3,
2006-11-28,25.62,2.319,11.049,339.5,0.08,30.7,
2006-12-07,29.67,2.339,12.687,368.2,0.08,29,
2006-12-14,26.77,2.319,11.545,325.2,0.08,28.2,
2006-12-20,27.8,2.399,11.588,331.6,0.08,28.6,
2006-12-21,29.84,2.349,12.704,382.3,0.08,30.1,
2006-12-21,29.35,2.599,11.294,378.5,0.08,33.5,
2006-12-25,29.21,2.499,11.69,335.7,0.09,28.7,
2006-12-27,28.62,2.529,11.316,343.9,0.08,30.4,
2006-12-30,7.65,2.529,3.024,86.5,0.09,28.6,
2006-12-30,16.97,2.259,7.512,260.5,0.07,34.7,
2006-12-30,28.79,2.359,12.206,358.3,0.08,29.4,
2007-01-05,27.21,2.359,11.536,342,0.08,29.6,
2007-01-12,24.25,2.319,10.459,302.8,0.08,29,
2007-01-20,24.06,2.239,10.747,310.6,0.08,28.9,
2007-01-26,25.37,2.219,11.432,313.5,0.08,27.4,
2007-01-31,27.1,2.199,13.325,338.8,0.08,25.4,
2007-02-07,25.79,2.279,11.315,308.7,0.08,27.3,
2007-02-18,10,2.319,4.311,119.7451621,0.08,27.8,
2007-02-21,29.25,2.419,12.091,463.7,0.08,28.3,
2007-02-26,26.97,2.479,10.88,293.2,0.09,26.9,
2007-03-06,28.57,2.519,11.343,345,0.08,30.4,
2007-03-08,19.45,2.499,7.785,234,0.08,30.1,
2007-03-09,25.02,2.439,10.258,305.6,0.08,29.8,
2007-03-16,32.17,2.479,12.979,344.8,0.09,26.6,
2007-03-23,31.25,2.589,12.07,333.1,0.09,27.6,
2007-03-30,29.78,2.759,10.795,310.8,0.1,28.8,
2007-04-06,37.66,2.859,13.171,375.4,0.1,28.5,
2007-04-09,30.04,2.879,10.434,313.1,0.1,30,
2007-04-13,26.57,2.979,8.92,252.9,0.11,28.4,
2007-04-19,36.04,2.979,12.098,363.4,0.1,30,
2007-04-26,35.92,3.059,11.741,318.1,0.11,27.1,
2007-05-03,37.06,3.279,11.301,321.3,0.12,28.4,
2007-05-09,38.81,3.279,11.837,356.1,0.11,30.1,
2007-05-10,28.61,3.299,8.673,314.3,0.09,36.2,
2007-05-13,43.99,3.699,11.893,371.1,0.12,31.2,
2007-05-22,43.36,3.659,11.85,327.8,0.13,27.7,
2007-05-30,43.39,3.619,11.99,357.2,0.12,29.8,
2007-06-13,38.56,3.499,11.021,325,0.12,29.5,
2007-06-20,43.79,3.399,12.882,405.1,0.11,31.4,
2007-06-27,41.37,3.239,12.774,383.5,0.11,30,
2007-07-03,37.36,3.139,11.903,344.4,0.11,28.9,
2007-07-12,46.12,3.459,13.333,398.2,0.12,29.9,
2007-07-19,42.36,3.419,12.389,402.5,0.11,32.5,
2007-07-21,28.85,3.099,9.308,292.1,0.1,31.4,
2007-07-21,29.26,3.189,9.176,314.5,0.09,34.3,
2007-07-28,17.04,2.879,5.918,194,0.09,32.8,
2007-07-28,23.38,3.099,7.545,265.2,0.09,35.1,
2007-07-28,19.85,3.349,5.926,248.6,0.08,42,
2007-08-02,39.53,3.179,12.434,359.9,0.11,28.9,
2007-08-10,31.87,3.119,10.217,364.8,0.09,35.7,
2007-08-17,34.01,2.999,11.341,325.3,0.1,28.7,
2007-09-06,41.61,3.259,12.767,369.3,0.11,28.9,
2007-09-14,41.07,3.159,13,394,0.1,30.3,
2007-09-23,37.26,2.879,12.941,387.8,0.1,30,
2007-09-28,34.43,3.059,11.256,369.9,0.09,32.9,
2007-10-04,37.57,2.979,12.611,372.2,0.1,29.5,
2007-10-07,21.76,2.789,7.803,251,0.09,32.2,
2007-10-14,31.11,2.859,10.882,323.8,0.1,29.8,
2007-10-19,30.99,2.899,10.691,333.5,0.09,31.2,
2007-10-24,36.38,2.859,12.725,359.6,0.1,28.3,
2007-10-30,31.64,2.999,10.55,291.3,0.11,27.6,
2007-11-05,36.36,3.099,11.733,335.1,0.11,28.6,
2007-11-19,45.75,3.599,12.712,350.1,0.13,27.5,
2007-11-24,32.89,2.959,11.116,308.4,0.11,27.7,
2007-12-03,39.65,3.119,12.711,359.6,0.11,28.3,
2007-12-11,36.07,3.079,11.715,308.5,0.12,26.3,
2007-12-17,34.22,3.079,11.113,295,0.12,26.5,
2007-12-20,21.1,3.059,6.899,190.3,0.11,27.6,
2007-12-21,27.33,2.929,9.332,256.6,0.11,27.5,
2007-12-21,21.16,3.039,6.962,214.7,0.1,30.8,
2007-12-22,36.25,3.169,11.438,325.3,0.11,28.4,
2007-12-26,35.82,3.199,11.198,295.8,0.12,26.4,
2007-12-29,37.54,3.299,11.379,303.3,0.12,26.7,
2007-12-30,19.18,3.359,5.711,159.4,0.12,27.9,
2007-12-30,21,3.299,6.366,172.4,0.12,27.1,
2007-12-30,23.35,3.099,7.536,210.8,0.11,28,
2007-12-30,18.97,2.959,6.412,215.5,0.09,33.6,
2008-01-04,36.71,3.259,11.263,285.9,0.13,25.4,
2008-01-11,37.12,3.219,11.53,326.6,0.11,28.3,
2008-01-21,36.58,3.139,11.653,306.4,0.12,26.3,
2008-01-28,44.03,3.499,12.585,311,0.14,24.7,
2008-02-01,33.65,3.079,10.928,276.6,0.12,25.3,
2008-02-08,38.32,3.079,12.444,320.5,0.12,25.8,
2008-02-14,37.71,3.099,12.168,303.6,0.12,25,
2008-02-21,40.65,3.219,12.629,326.5,0.12,25.9,
2008-02-26,32.64,3.179,10.266,269.5,0.12,26.3,
2008-03-01,30.53,3.029,10.079,270.8,0.11,26.9,
2008-03-07,38.65,3.259,11.858,327,0.12,27.6,
2008-03-17,42.49,3.399,12.5,306.9,0.14,24.6,
2008-03-21,31.76,3.399,9.344,261.3,0.12,28,
2008-03-27,40.69,3.499,11.63,329.8,0.12,28.4,
2008-04-18,42.42,3.699,11.469,320.6,0.13,28,
2008-04-25,44.09,3.759,11.728,319.4,0.14,27.2,
2008-05-02,47.23,3.819,12.367,366.4,0.13,29.6,
2008-05-16,42.44,4.039,10.507,292,0.15,27.8,
2008-05-23,42.28,4.159,10.167,316.1,0.13,31.1,
2008-06-02,50.4,4.129,12.207,327.4,0.15,26.8,
2008-06-06,41.43,4.099,10.107,347.9,0.12,34.4,
2008-06-08,29.3,4.119,7.113,196.6,0.15,27.6,
2008-06-16,46.73,4.179,11.181,369.9,0.13,33.1,
2008-06-25,48.87,4.219,11.584,358.6,0.14,31,
2008-07-04,42.53,4.199,10.129,339.1,0.13,33.5,
2008-07-08,50.61,4.359,11.61,343.3,0.15,29.6,
2008-07-16,52.98,4.279,12.381,369,0.14,29.8,
2008-07-23,49.62,4.179,11.873,345,0.14,29.1,
2008-08-17,39.13,3.959,9.885,312.2,0.13,31.6,
2008-08-17,38.91,3.759,10.352,328.9,0.12,31.8,
2008-08-26,20.47,3.639,5.62,178.6,0.11,31.8,
2008-08-28,40.11,3.959,10.131,309.5,0.13,30.5,
2008-08-28,41.63,3.999,10.409,333.3,0.12,32,
2008-08-31,41.24,3.799,10.855,350.2,0.12,32.3,
2008-09-01,35.31,3.439,10.268,285.9,0.12,27.8,
2008-09-01,17.04,3.499,4.871,147.9,0.12,30.4,
2008-09-01,45,3.699,12.166,334,0.13,27.5,
2008-09-02,45.75,3.899,11.734,356.8,0.13,30.4,
2008-09-09,40.89,3.589,11.393,341.7,0.12,30,
2008-09-13,43.51,3.599,12.09,372.9,0.12,30.8,
2008-09-17,41.45,3.679,11.268,366.3,0.11,32.5,
2008-09-23,44.4,3.499,12.688,406.2,0.11,32,
2008-09-29,41.38,3.579,11.563,359.4,0.12,31.1,
2008-10-06,37.71,3.449,10.933,332.5,0.11,30.4,
2008-10-10,35.81,3.019,11.862,353.7,0.1,29.8,
2008-10-15,32.25,2.999,10.752,324.3,0.1,30.2,
2008-10-18,28.02,2.839,9.868,284.7,0.1,28.9,
2008-10-23,32.65,2.699,12.097,377.8,0.09,31.2,
2008-10-29,34.67,2.819,12.297,361.5,0.1,29.4,
2008-11-05,29.5,2.539,11.62,340.7,0.09,29.3,
2008-11-13,30.01,2.449,12.253,318.9,0.09,26,
2008-11-24,19.38,1.939,9.994,283.2,0.07,28.3,
2009-01-09,19.79,1.739,11.382,278.1,0.07,24.4,
2009-01-20,10.17,1.739,10.168,268.6,0.04,26.4,
2009-01-24,17.05,1.779,9.586,267.9,0.06,27.9,
2009-02-10,23.43,1.959,11.961,349.1,0.07,29.2,
2009-02-24,21.48,1.899,11.309,310.3,0.07,27.4,
2009-03-11,17.42,1.959,8.891,270.8,0.06,30.5,
2009-03-17,16.45,1.909,8.616,271.7,0.06,31.5,
2009-03-27,25.04,2.049,12.221,365.7,0.07,29.9,
2009-04-14,21.9,2.039,10.742,352.9,0.06,32.9,
2009-04-16,24.49,2.039,12.009,370.7,0.07,30.9,
2009-04-24,24.29,2.029,11.969,340.4,0.07,28.4,
2009-05-07,22.66,1.999,11.335,317.5,0.07,28,
2009-05-20,27.3,2.239,12.193,347.5,0.08,28.5,
2009-05-28,28.8,2.419,11.905,358.7,0.08,30.1,
2009-06-08,32.68,2.629,12.431,370.4,0.09,29.8,
2009-06-23,28.84,2.659,10.848,342.7,0.08,31.6,
2009-07-01,31.63,2.599,12.17,376.5,0.08,30.9,
2009-07-10,27.86,2.499,11.15,329.5,0.08,29.6,
2009-08-17,28.07,2.599,10.801,313.6,0.09,29,
2009-08-27,29.46,2.609,11.291,360,0.08,31.9,
2009-09-08,28.09,2.549,11.02,316.5,0.09,28.7,
2009-09-17,28.42,2.549,11.148,350.9,0.08,31.5,
2009-09-27,29.9,2.459,12.159,365.3,0.08,30,
2009-10-06,22.69,2.399,9.459,282.3,0.08,29.8,
2009-10-20,31.17,2.549,12.227,368.4,0.08,30.1,
2009-10-30,29.83,2.659,11.22,298.7,0.1,26.6,
2009-11-12,32.55,2.579,12.62,369.7,0.09,29.3,
2009-11-20,30.28,2.659,11.386,319.5,0.09,28.1,
2009-11-24,23.43,2.699,8.68,220.3,0.11,25.4,
2009-12-04,29.38,2.659,11.048,321.7,0.09,29.1,
2009-12-14,28.58,2.559,11.168,282.4,0.1,25.3,
2009-12-21,28.94,2.499,11.579,329,0.09,28.4,
2010-01-04,30.13,2.599,11.592,337,0.09,29.1,
2010-01-13,31.75,2.699,11.764,339.9,0.09,28.9,
2010-01-20,30.87,2.639,11.698,323.2,0.1,27.6,
2010-01-28,29.04,2.639,11.005,312.1,0.09,28.4,
2010-02-02,26.01,2.539,10.243,293.7,0.09,28.7,
2010-02-09,30.37,2.539,11.963,295.5,0.1,24.7,
2010-02-17,28.71,2.519,11.397,303.3,0.09,26.6,
2010-02-28,32,2.599,12.314,341.2,0.09,27.7,
2010-03-09,30.97,2.699,11.475,338,0.09,29.5,
2010-03-16,33.27,2.749,12.104,341.7,0.1,28.2,
2010-03-24,27.65,2.699,10.243,290.8,0.1,28.4,
2010-04-13,31.58,2.799,11.282,330.3,0.1,29.3,
2010-04-29,34.63,2.699,12.829,351.4,0.1,27.4,
2010-05-06,31.23,2.729,11.442,349.4,0.09,30.5,
2010-05-17,30.56,2.779,10.996,343.2,0.09,31.2,
2010-06-01,27.54,2.589,10.638,332.8,0.08,31.3,
2010-06-09,31.25,2.579,12.119,381.9,0.08,31.5,
2010-06-18,32.31,2.699,11.97,387.4,0.08,32.4,
2010-06-27,26.18,2.699,9.699,312.4,0.08,32.2,
2010-07-06,32.29,2.659,12.143,370.4,0.09,30.5,
2010-07-21,31.05,2.639,11.767,359.4,0.09,30.5,
2010-07-23,31.5,2.699,11.672,344.9,0.09,29.5,
2010-07-23,19.47,2.669,7.296,229.9,0.08,31.5,
2010-07-25,25.42,2.869,8.86,289.3,0.09,32.7,
2010-08-01,26.33,2.699,9.757,305.8,0.09,31.3,
2010-08-15,28.09,2.759,10.181,309.8,0.09,30.4,
2010-08-25,31.04,2.759,11.25,365.3,0.08,32.5,
2010-09-02,30.84,2.709,11.383,358.6,0.09,31.5,
2010-09-13,31.73,2.709,11.712,356.8,0.09,30.5,
2010-09-16,11.54,2.839,4.064,131.4,0.09,32.3,
2010-09-16,20.3,2.699,7.52,227.5,0.09,30.3,
2010-09-17,26.99,2.849,9.743,282,0.1,28.9,
2010-09-27,27.21,2.619,10.391,330.2,0.08,31.8,
2010-10-06,29.44,2.749,10.708,341.3,0.09,31.9,
2010-10-15,29.66,2.709,10.949,358.6,0.08,32.8,
2010-10-22,28.17,2.709,10.4,323.1,0.09,31.1,
2010-10-31,32.04,2.679,11.958,370.1,0.09,30.9,
2010-11-15,27.38,2.679,10.219,319.5,0.09,31.3,
2010-11-28,30.5,2.659,11.472,334.3,0.09,29.1,
2010-12-07,25.88,2.799,9.246,315.8,0.08,34.2,
2010-12-15,29.4,2.739,10.733,324.2,0.09,30.2,
2011-01-05,34.06,2.909,11.71,340.6,0.1,29.1,
2011-01-12,32.23,2.929,11.003,329.4,0.1,29.9,
2011-01-20,33.75,2.889,11.682,344.6,0.1,29.5,
2011-01-28,32.76,2.989,10.96,327.7,0.1,29.9,
2011-02-02,21.32,2.929,7.279,202.2,0.11,27.8,
2011-02-09,18.1,3.489,10.5,314.9,0.06,30,
2011-02-17,33.44,3.119,10.72,336.2,0.1,31.4,
2011-02-18,29.54,3.099,9.531,276.7,0.11,29,
2011-02-19,25.87,3.299,7.842,213.2,0.12,27.2,
2011-02-25,38.51,3.299,11.674,353.9,0.11,30.3,
2011-03-07,35.65,3.299,10.807,326.5,0.11,30.2,
2011-03-16,38.35,3.359,11.417,358.4,0.11,31.4,
2011-03-27,39.43,3.419,11.533,363.2,0.11,31.5,
2011-04-06,41.46,3.579,11.583,353.2,0.12,30.5,
2011-04-12,39.53,3.679,10.744,341.7,0.12,31.8,
2011-04-20,43.24,3.729,11.596,384.5,0.11,33.2,
2011-04-27,30.76,3.689,8.337,263.1,0.12,31.6,
2011-05-06,45,3.839,11.722,356.5,0.13,30.4,
2011-05-15,43.09,3.699,11.649,399.4,0.11,34.3,
2011-05-30,41.13,3.579,11.493,336.5,0.12,29.3,
2011-06-07,40.18,3.499,11.484,374.1,0.11,32.6,
2011-06-16,42.5,3.449,12.322,389.9,0.11,31.6,
2011-06-24,38.13,3.299,11.557,394.3,0.1,34.1,
2011-07-19,47.78,3.839,12.445,274.3,0.17,22,
2011-08-09,51.04,3.859,13.227,343.5,0.15,26,
2011-08-30,45.92,3.599,12.76,361.4,0.13,28.3,
2011-09-22,46.9,3.579,13.103,341.8,0.14,26.1,
2011-10-09,41.95,3.349,12.526,324.3,0.13,25.9,
2011-10-26,42.69,3.399,12.559,311,0.14,24.8,
2011-11-16,42.48,3.449,12.318,305.3,0.14,24.8,
2011-12-07,39.19,3.419,11.461,285.5,0.14,24.9,
2011-12-28,39.82,3.399,11.716,288.6,0.14,24.6,
2012-08-20,49.23,3.999,12.31,304.3,0.16,24.7,
2012-09-13,45.86,3.899,11.762,284.6,0.16,24.2,
2012-10-12,44.42,3.859,11.51,272.5,0.16,23.7,
2012-10-31,45.65,3.649,12.51,297.6,0.15,23.8,
2012-11-28,43.17,3.379,12.775,290.1,0.15,22.7,
2012-12-28,42.29,3.439,12.297,297.2,0.14,24.2,
2013-01-19,43.12,3.449,12.502,296.1,0.15,23.7,
2013-02-01,39.14,3.549,11.029,261.2,0.15,23.7,
2013-02-12,42.13,3.669,11.484,298.8,0.14,26,
2013-03-13,48.09,3.819,12.592,278.3,0.17,22.1,
2013-03-28,47.83,3.799,12.59,297.3,0.16,23.6,
2013-04-28,46.32,3.699,12.523,303.4,0.15,24.2,
2013-05-17,44.95,3.689,12.186,296.6,0.15,24.3,
2013-06-05,46.28,3.689,12.546,318.9,0.15,25.4,
2013-06-18,42.31,3.539,11.956,312,0.14,26.1,
2013-07-18,45.71,3.699,12.358,342.6,0.13,27.7,
2013-08-09,47.09,3.599,13.083,349.1,0.13,26.7,
2013-09-04,43.39,3.519,12.33,335.1,0.13,27.2,
2013-10-01,42.79,3.399,12.59,318.2,0.13,25.3,
2013-10-14,42.41,3.399,12.478,319,0.13,25.6,
2013-11-21,39.22,3.199,12.26,295.1,0.13,24.1,
2013-12-15,40.79,3.329,12.254,274.3,0.15,22.4,
2014-01-07,43.63,3.399,12.837,300.8,0.15,23.4,
2014-01-23,39.84,3.309,12.041,266,0.15,22.1,
2014-02-18,39.95,3.329,12.002,273.3,0.15,22.8,
2014-02-27,41.7,3.299,12.639,321.4,0.13,25.4,
2014-03-18,44.27,3.479,12.726,293.1,0.15,23,
2014-04-05,44.88,3.599,12.47,295.6,0.15,23.7,
2014-05-12,43.27,3.699,11.697,297,0.15,25.4,
2014-05-24,48.86,3.879,12.596,343.9,0.14,27.3,
2014-06-06,44.92,3.619,12.413,362.7,0.12,29.2,
2014-06-19,44.2,3.699,11.95,283.2,0.16,23.7,
2014-07-05,47.15,3.699,12.748,309.2,0.15,24.3,
2014-07-23,46.97,3.599,13.051,323.9,0.15,24.8,est
2014-08-01,34.26,3.599,9.52,167.7,0.2,17.6,
2014-08-02,41.41,3.659,11.316,328.5,0.13,29,
2014-08-04,42.19,3.599,11.723,401.4,0.11,34.2,
2014-09-05,44.61,3.379,13.201,335.8,0.13,25.4,
2014-09-26,42.83,3.349,12.791,344.7,0.12,26.9,
2014-10-23,39.41,3.029,13.01,327.3,0.12,25.2,
2014-10-29,41.21,3.259,12.645,308.7,0.13,24.4,
2014-11-10,35.39,2.899,12.207,304,0.12,24.9,
2014-11-26,34.27,2.759,12.421,324,0.11,26.1,
2014-12-10,31.85,2.599,12.253,298.3,0.11,24.3,
2014-12-23,27.97,2.399,11.657,294.9,0.09,25.3,
2015-01-13,27.71,2.159,12.836,303.2,0.09,23.6,
2015-01-27,24.57,2.099,11.705,271.7,0.09,23.2,
2015-03-09,27.47,2.299,11.95,255.5,0.11,21.4,
2015-03-23,25.86,2.259,11.449,286.7,0.09,25,
2015-04-06,28.19,2.359,11.948,289.2,0.1,24.2,
2015-04-29,30.7,2.499,12.285,302.6,0.1,24.6,
2015-05-26,32.54,2.659,12.239,349.2,0.09,28.5,
2015-06-23,32.73,2.699,12.127,265.5,0.12,21.9,
2015-07-11,34.84,2.699,12.908,306.8,0.11,23.8,
2015-08-15,32.36,2.499,12.949,313.8,0.1,24.2,
2015-09-22,26.96,2.259,11.934,275,0.1,23,est
2015-10-25,24.77,2.059,12.032,263,0.09,21.9,
2015-12-21,23.55,1.959,12.02,233.9,0.1,19.5,
2016-02-14,20.48,1.669,12.269,227.4,0.09,18.5,
2016-03-18,21.72,1.889,11.499,212.4,0.1,18.5,
2016-05-08,26.2,2.159,12.133,256.9,0.1,21.2,
2016-08-03,25.4,1.949,13.032,240,0.11,18.4,
2016-09-30,26.24,2.089,12.563,266.3,0.1,21.2,